ts,user_id,device
1441729535,31951,ios
1441686590,25056,mobile_web
1441764646,35441,ios
1441696829,27601,api
1441694043,59788,web
1441743878,37583,api
1441738657,36678,ios
1441689648,40418,mobile_web
1441685785,57320,web
1441743837,43846,android
1441731781,58418,api
1441729439,34540,ios
1441699458,52197,ios
1441714665,15684,web
1441748954,32905,web
1441743357,56679,ios
1441703971,23625,web
1441711487,18057,android
1441701783,45994,api
1441702086,21431,ios
1441689935,44688,web
1441741732,37414,ios
1441686591,28755,web
1441695331,30662,android
1441705794,33227,web
1441726477,14398,ios
1441754106,47367,android
1441711206,26373,ios
1441713133,25952,api
1441711194,48802,api
1441721735,25432,api
1441743667,56514,android
1441685696,48935,ios
1441763899,16427,web
1441708741,57165,ios
1441712964,57759,web
1441739581,41543,android
1441692599,33898,ios
1441752975,36737,ios
1441689809,41578,web
1441690615,21503,android
1441711435,25504,ios
1441696027,41331,ios
1441685974,19352,ios
1441723993,15530,web
1441697913,20393,android
1441699404,28767,android
1441700005,46723,ios
1441697437,39559,api
1441686815,30544,ios
1441707218,14640,api
1441686434,20795,web
1441768566,51779,ios
1441711857,40927,web
1441686909,45233,ios
1441727377,19885,web
1441685742,31141,ios
1441692461,57388,ios
1441709348,42292,ios
1441686770,40043,android
1441743479,58196,web
1441725175,43695,web
1441730424,38896,android
1441702137,21159,web
1441748326,52950,ios
1441699577,55575,web
1441698735,49863,android
1441686755,37448,web
1441755505,35857,ios
1441716383,45594,mobile_web
1441705210,46859,web
1441745480,26380,web
1441687614,24529,android
1441759083,51943,web
1441744077,58237,api
1441744073,57257,mobile_web
1441736041,17628,android
1441749364,25239,mobile_web
1441709151,47124,web
1441694552,54891,api
1441753807,32940,ios
1441686031,27193,ios
1441719066,51634,android
1441727541,57062,api
1441758701,18262,android
1441721410,58392,ios
1441759312,28573,web
1441730626,23111,ios
1441754349,23990,web
1441711625,36967,web
1441706750,33359,web
1441721316,56842,android
1441720020,58896,web
1441701347,16710,web
1441700671,36050,android
1441738053,49466,ios
1441717946,55153,api
1441753587,31503,ios
1441766305,18668,web
1441764520,57132,api
1441689507,15949,api
1441717553,38141,ios
1441729405,14778,web
1441699128,57191,web
1441688515,33823,web
1441757658,38666,android
1441719976,20886,ios
1441766469,16885,api
1441710433,20605,api
1441753614,59396,web
1441742856,58648,api
1441737074,26847,ios
1441751878,55205,android
1441689019,35153,ios
1441685528,55797,ios
1441756855,33415,web
1441739870,57567,ios
1441697944,50569,web
1441693774,35336,ios
1441751505,47065,web
1441764044,47115,android
1441689980,33034,ios
1441696765,36008,web
1441695981,23785,web
1441737004,18961,android
1441736350,47420,api
1441719440,54555,ios
1441719620,33004,ios
1441744339,14587,web
1441691289,29167,api
1441684904,30540,android
1441717455,49717,ios
1441712789,23939,web
1441729282,52345,ios
1441733974,38169,api
1441685464,54546,ios
1441729876,51296,ios
1441729024,21885,api
1441686018,55787,web
1441691306,49340,mobile_web
1441730510,23788,ios
1441686742,29238,ios
1441767052,18657,api
1441687137,26788,web
1441750174,37584,ios
1441699459,52541,android
1441685556,17321,web
1441741459,30479,web
1441758757,40317,web
1441743697,25132,api
1441723096,55076,web
1441704697,58032,ios
1441745612,51280,api
1441708638,52240,ios
1441685864,28641,android
1441763617,35848,web
1441722211,16372,ios
1441716659,18486,ios
1441767405,43301,api
1441723507,58972,web
1441704602,38366,ios
1441684840,24393,web
1441734869,48002,ios
1441693582,31114,ios
1441685201,51677,web
1441758685,35723,android
1441753833,52873,android
1441733172,47205,ios
1441714321,57753,ios
1441768917,47693,android
1441725984,29476,ios
1441704641,14732,mobile_web
1441687279,15980,web
1441706364,44049,web
1441695947,56553,api
1441684892,15186,ios
1441743709,27393,ios
1441733776,55634,ios
1441759739,46189,api
1441725592,51629,ios
1441725819,43137,mobile_web
1441687211,43670,ios
1441754552,18530,web
1441720406,58389,ios
1441685360,59641,web
1441735994,31735,api
1441684815,52074,web
1441763016,38161,web
1441751293,38573,ios
1441692477,28869,android
1441750901,40241,web
1441688773,16223,web
1441726743,47341,web
1441760329,30293,web
1441771090,18796,android
1441722497,19172,api
1441719008,58209,android
1441748933,28731,android
1441717643,27538,android
1441684864,23363,web
1441725968,59711,ios
1441694250,33501,ios
1441692838,32238,android
1441716396,34341,web
1441694445,43295,mobile_web
1441715738,51092,ios
1441721488,31817,ios
1441720797,37682,web
1441691313,58776,web
1441748405,48518,api
1441687941,51561,ios
1441754161,59201,web
1441685871,22762,ios
1441747282,36693,web
1441718981,40687,android
1441707724,14451,web
1441686420,52339,web
1441748927,36325,android
1441743524,27586,web
1441685096,45272,api
1441715962,44933,web
1441714844,35605,api
1441692128,39775,android
1441685117,30616,web
1441696244,57898,web
1441707556,50994,ios
1441687576,40999,android
1441727017,54781,ios
1441692145,23746,ios
1441686085,25034,android
1441697644,47645,web
1441717537,34171,ios
1441711016,55785,web
1441701719,42670,android
1441758319,39997,ios
1441743886,49080,api
1441696300,42157,web
1441719521,48740,web
1441741165,33374,android
1441686362,55019,android
1441739680,54095,web
1441748457,17198,web
1441691470,55737,ios
1441693309,29535,ios
1441684801,52681,web
1441713976,40271,ios
1441711136,44094,android
1441745699,54798,ios
1441689120,26229,ios
1441712432,45026,ios
1441741435,46379,web
1441710677,26748,ios
1441696379,36332,ios
1441700187,57672,ios
1441705065,53835,ios
1441753525,17641,web
1441692408,29147,web
1441685176,34454,web
1441738201,51892,api
1441731944,15558,web
1441764361,39244,web
1441754123,54568,android
1441741761,26284,web
1441732701,15746,ios
1441717639,46492,api
1441754817,26470,ios
1441723742,31009,ios
1441691314,30261,ios
1441705890,42470,web
1441712366,56549,android
1441695044,16355,android
1441693001,14220,web
1441687087,54275,ios
1441684942,42199,android
1441695852,47493,ios
1441709915,50994,android
1441693298,15177,ios
1441741925,30653,ios
1441717742,54088,web
1441747727,23844,android
1441750732,48555,ios
1441686759,40649,web
1441685774,26530,ios
1441685178,39582,web
1441724341,28113,android
1441718411,43541,ios
1441724183,55584,web
1441742158,48468,web
1441762808,42840,ios
1441758308,37539,mobile_web
1441685714,42331,android
1441684940,54875,ios
1441690029,38895,web
1441770511,22286,ios
1441686407,55858,ios
1441714752,35307,api
1441747261,17846,ios
1441686023,29476,web
1441712787,43875,api
1441687121,34138,web
1441719256,17240,web
1441763031,16552,ios
1441686475,32067,ios
1441764499,37485,web
1441766304,39117,ios
1441732227,50641,ios
1441757094,36990,web
1441726167,59559,web
1441709418,32959,ios
1441698935,56719,ios
1441755920,30096,ios
1441731499,38878,ios
1441751841,36491,web
1441741150,43443,ios
1441716914,58711,web
1441687176,38625,web
1441690950,16924,ios
1441732708,56879,web
1441685945,36154,android
1441699161,43106,web
1441762655,23153,android
1441727990,27869,ios
1441691694,22955,android
1441699048,40880,web
1441690335,20142,android
1441739031,36343,api
1441687414,51651,ios
1441688271,25862,web
1441688408,20017,web
1441734837,49222,android
1441685901,26282,web
1441709763,46405,api
1441746404,45233,web
1441756878,58919,web
1441769415,36324,api
1441742366,32832,ios
1441684807,46043,web
1441705012,45419,android
1441691202,33619,android
1441729331,40138,mobile_web
1441685111,30422,web
1441718587,50095,ios
1441695308,43402,ios
1441740592,49416,api
1441721156,26617,android
1441753166,28022,android
1441718405,43192,api
1441728283,43551,web
1441746653,50766,web
1441749792,28413,ios
1441759189,44315,ios
1441757868,54018,android
1441690745,52658,ios
1441737547,48470,web
1441715049,28834,ios
1441692189,50844,ios
1441729703,27401,web
1441728729,15737,android
1441755008,48321,ios
1441725370,37790,web
1441684900,19947,web
1441686272,45486,android
1441737221,23696,web
1441762817,21990,android
1441762430,52002,web
1441737443,43890,ios
1441717822,25816,android
1441764780,28905,ios
1441686513,30137,ios
1441693175,30789,ios
1441728248,52326,ios
1441721459,49977,api
1441723104,53078,ios
1441763132,20048,web
1441694172,59171,web
1441727955,41450,android
1441764853,22291,web
1441690943,21875,web
1441685124,37538,android
1441768502,56876,android
1441687922,56896,web
1441692839,44632,ios
1441685346,38328,ios
1441763273,36393,mobile_web
1441752472,54538,web
1441737544,25844,ios
1441686142,31191,ios
1441703874,17997,ios
1441767711,30613,api
1441684890,50872,web
1441761518,23208,api
1441764375,55999,ios
1441694941,42303,web
1441701878,42714,api
1441686746,29266,web
1441748219,25540,ios
1441768829,41790,android
1441685019,56751,ios
1441765450,25783,ios
1441685734,18765,ios
1441685989,22904,ios
1441685416,21204,web
1441700170,18259,android
1441684983,36900,android
1441723829,36538,ios
1441685540,20918,web
1441700530,55459,api
1441726784,41462,ios
1441717447,34555,web
1441744986,14633,api
1441763400,20991,ios
1441765491,38055,android
1441689350,22082,web
1441741870,49713,ios
1441704074,42107,android
1441696849,21274,ios
1441687757,32031,android
1441721680,32123,ios
1441717363,19920,android
1441688900,50441,web
1441720925,44043,android
1441716229,23060,ios
1441718057,31896,web
1441713993,32495,web
1441724298,57983,web
1441697258,40399,mobile_web
1441693233,39953,android
1441684821,35832,web
1441685095,30466,android
1441723694,36407,ios
1441688145,38691,android
1441694098,49717,mobile_web
1441694466,26572,web
1441689483,47074,android
1441693438,27744,android
1441743464,40682,web
1441697414,24244,ios
1441754205,38570,ios
1441768459,17334,api
1441765929,44132,web
1441760598,22836,web
1441767131,53688,android
1441742551,19009,ios
1441701515,42947,ios
1441768655,24722,ios
1441698188,43901,ios
1441690512,53046,web
1441694421,20142,android
1441704753,36932,web
1441687370,25841,ios
1441694673,45760,mobile_web
1441688576,47035,ios
1441707932,35457,web
1441761355,45838,android
1441751392,52910,api
1441707969,45687,ios
1441698405,46448,ios
1441704457,58668,ios
1441729514,47371,ios
1441734405,53296,web
1441743381,52680,ios
1441726884,53047,ios
1441687024,24075,android
1441690008,14199,web
1441689877,18254,api
1441690484,20202,ios
1441704879,44117,web
1441722330,44738,ios
1441684884,22982,web
1441685879,36214,ios
1441684804,52268,android
1441743377,40116,ios
1441717959,36333,web
1441714754,39012,android
1441690749,34172,ios
1441691193,49867,web
1441725243,43818,web
1441721665,22401,ios
1441756036,42427,ios
1441686823,41642,web
1441767776,42476,ios
1441686750,26293,api
1441690214,33999,ios
1441749730,40715,ios
1441729408,23141,android
1441691376,17147,ios
1441763460,47538,mobile_web
1441701580,26907,ios
1441717875,46169,web
1441718438,52851,ios
1441690126,19948,web
1441733371,37158,api
1441741097,54188,web
1441710870,23995,web
1441686572,36486,android
1441716098,40357,ios
1441694096,54943,android
1441693060,25290,android
1441732791,31244,web
1441720787,19614,android
1441758231,31195,ios
1441733575,40753,ios
1441695263,32682,ios
1441711533,41280,ios
1441687081,17392,ios
1441721523,16897,ios
1441707946,39593,ios
1441685784,18139,api
1441692612,55385,android
1441729004,23420,android
1441704151,16931,api
1441730941,26020,android
1441690091,37545,web
1441724334,54350,ios
1441686787,18585,ios
1441737757,55322,android
1441713634,24878,android
1441684846,34627,ios
1441715801,56662,ios
1441731608,51702,web
1441722344,16761,android
1441701362,40554,web
1441689116,50280,api
1441686428,25027,web
1441697066,39842,android
1441700764,34591,api
1441748681,20521,ios
1441693338,46201,ios
